#token,count,percentage
like after the,1,0.00045788
like telescopes: this,1,0.00045788
like that!” said,1,0.00045788
"like the wind,",1,0.00045788
like then?” and,1,0.00045788
like to drop,1,0.00045788
"likely true.) down,",1,0.00045788
"listen to her,",1,0.00045788
"listening, this time,",1,0.00045788
lit up by,1,0.00045788
little alice was,1,0.00045788
"little bit, and",1,0.00045788
little bottle on,1,0.00045788
little door about,1,0.00045788
little door into,1,0.00045788
"little door, so",1,0.00045788
little girl she’ll,1,0.00045788
little glass box,1,0.00045788
little golden key,1,0.00045788
"little golden key,",1,0.00045788
little histories about,1,0.00045788
little nervous about,1,0.00045788
little thing sat,1,0.00045788
"little three-legged table,",1,0.00045788
little use without,1,0.00045788
"lock, and to",1,0.00045788
locked; and when,1,0.00045788
locks were too,1,0.00045788
"long passage, and",1,0.00045788
"long, low hall,",1,0.00045788
long; and that,1,0.00045788
longed to get,1,0.00045788
longer to be,1,0.00045788
"longitude either, but",1,0.00045788
longitude i’ve got,1,0.00045788
look about her,1,0.00045788
look down and,1,0.00045788
"look first,” she",1,0.00045788
looked along the,1,0.00045788
"looked at it,",1,0.00045788
looked at the,1,0.00045788
"looked up, but",1,0.00045788
lost: away went,1,0.00045788
loveliest garden you,1,0.00045788
"lovely garden. first,",1,0.00045788
low curtain she,1,0.00045788
"low hall, which",1,0.00045788
lying under the,1,0.00045788
made her feel,1,0.00045788
made of solid,1,0.00045788
make _one_ respectable,1,0.00045788
make out what,1,0.00045788
making a daisy-chain,1,0.00045788
manage it?) “and,1,0.00045788
managed to put,1,0.00045788
many miles i’ve,1,0.00045788
many out-of-the-way things,1,0.00045788
maps and pictures,1,0.00045788
marked in currants.,1,0.00045788
marked ‘_poison_’ or,1,0.00045788
"marked “poison,” it",1,0.00045788
"marked “poison,” so",1,0.00045788
"marmalade”, but to",1,0.00045788
matter which way,1,0.00045788
"ma’am, is this",1,0.00045788
me at home!,1,0.00045788
me for asking!,1,0.00045788
"me grow larger,",1,0.00045788
"me grow smaller,",1,0.00045788
me left to,1,0.00045788
me see: that,1,0.00045788
me the truth:,1,0.00045788
me very much,1,0.00045788
me! there are,1,0.00045788
"me,” beautifully printed",1,0.00045788
"me,” but the",1,0.00045788
me” were beautifully,1,0.00045788
mice in the,1,0.00045788
"middle, wondering how",1,0.00045788
might belong to,1,0.00045788
might catch a,1,0.00045788
"might end, you",1,0.00045788
might find another,1,0.00045788
"miles down, i",1,0.00045788
miles i’ve fallen,1,0.00045788
milk at tea-time.,1,0.00045788
mind (as well,1,0.00045788
mind that she,1,0.00045788
minute!” she generally,1,0.00045788
minutes to see,1,0.00045788
miss me very,1,0.00045788
mixed flavour of,1,0.00045788
moment down went,1,0.00045788
moment to be,1,0.00045788
moment to think,1,0.00045788
moment: she looked,1,0.00045788
"more happened, she",1,0.00045788
"mouse, you know.",1,0.00045788
much from a,1,0.00045788
much into the,1,0.00045788
much larger than,1,0.00045788
much matter which,1,0.00045788
much out of,1,0.00045788
"much to-night, i",1,0.00045788
must be getting,1,0.00045788
must be shutting,1,0.00045788
my dear! i,1,0.00045788
my ears and,1,0.00045788
my going out,1,0.00045788
my head would,1,0.00045788
"my shoulders. oh,",1,0.00045788
name of the,1,0.00045788
natural); but when,1,0.00045788
near the centre,1,0.00045788
neck of the,1,0.00045788
nervous about this;,1,0.00045788
never before seen,1,0.00045788
never do to,1,0.00045788
"never forgotten that,",1,0.00045788
never once considering,1,0.00045788
new zealand or,1,0.00045788
"next. first, she",1,0.00045788
nice grand words,1,0.00045788
nice little histories,1,0.00045788
"nice, (it had,",1,0.00045788
no idea what,1,0.00045788
no longer to,1,0.00045788
no mice in,1,0.00045788
"no one listening,",1,0.00045788
no one to,1,0.00045788
no pictures or,1,0.00045788
"no use now,”",1,0.00045788
"no, it’ll never",1,0.00045788
nor did alice,1,0.00045788
not a _very_,1,0.00045788
not a bit,1,0.00045788
not even get,1,0.00045788
not going to,1,0.00045788
"not here before,”",1,0.00045788
not like to,1,0.00045788
not much larger,1,0.00045788
"not noticed before,",1,0.00045788
not open any,1,0.00045788
not possibly reach,1,0.00045788
not remember ever,1,0.00045788
not remember the,1,0.00045788
nothing but out-of-the-way,1,0.00045788
nothing else to,1,0.00045788
"nothing more happened,",1,0.00045788
nothing of tumbling,1,0.00045788
nothing on it,1,0.00045788
nothing so _very_,1,0.00045788
nothing to do:,1,0.00045788
"noticed before, and",1,0.00045788
noticed that they,1,0.00045788
not”; for she,1,0.00045788
now only ten,1,0.00045788
now the right,1,0.00045788
"now,” thought poor",1,0.00045788
occurred to her,1,0.00045788
"of a book,”",1,0.00045788
of a candle,1,0.00045788
of bright flowers,1,0.00045788
"of cherry-tart, custard,",1,0.00045788
of croquet she,1,0.00045788
of expecting nothing,1,0.00045788
of getting up,1,0.00045788
of having nothing,1,0.00045788
of her head,1,0.00045788
"of it, and",1,0.00045788
"of its waistcoat-pocket_,",1,0.00045788
of killing somebody,1,0.00045788
of lamps hanging,1,0.00045788
of making a,1,0.00045788
of me left,1,0.00045788
of milk at,1,0.00045788
of mixed flavour,1,0.00045788
of pretending to,1,0.00045788
of rules for,1,0.00045788
of sitting by,1,0.00045788
of solid glass;,1,0.00045788
of sticks and,1,0.00045788
of that dark,1,0.00045788
of the bottle,1,0.00045788
of the country,1,0.00045788
of the cupboards,1,0.00045788
of the doors,1,0.00045788
of the earth.,1,0.00045788
of the hall;,1,0.00045788
of the house!”,1,0.00045788
of the legs,1,0.00045788
of the shelves,1,0.00045788
"of the table,",1,0.00045788
of the way,1,0.00045788
"of the well,",1,0.00045788
"of them. however,",1,0.00045788
of this sort,1,0.00045788
of time as,1,0.00045788
of tumbling down,1,0.00045788
of very little,1,0.00045788
"of way, “do",1,0.00045788
"off her knowledge,",1,0.00045788
off the cake.,1,0.00045788
off the top,1,0.00045788
off this minute!”,1,0.00045788
"off, and had",1,0.00045788
off. * *,1,0.00045788
oh dear! i,1,0.00045788
"oh, how i",1,0.00045788
on a little,1,0.00045788
on going into,1,0.00045788
on in the,1,0.00045788
on it except,1,0.00045788
on it in,1,0.00045788
"on it, (“which",1,0.00045788
"on it, or",1,0.00045788
on like a,1,0.00045788
on saying to,1,0.00045788
"on the bank,",1,0.00045788
on the second,1,0.00045788
on the top,1,0.00045788
on to her,1,0.00045788
on which the,1,0.00045788
"on, alice started",1,0.00045788
once considering how,1,0.00045788
once or twice,1,0.00045788
once she remembered,1,0.00045788
"once; but, alas",1,0.00045788
"one eats cake,",1,0.00045788
"one listening, this",1,0.00045788
one side and,1,0.00045788
one to listen,1,0.00045788
only knew how,1,0.00045788
only ten inches,1,0.00045788
open any of,1,0.00045788
"opened it, and",1,0.00045788
opened the door,1,0.00045788
opportunity for showing,1,0.00045788
or a watch,1,0.00045788
or at any,1,0.00045788
or australia?” (and,1,0.00045788
or conversations in,1,0.00045788
or conversations?” so,1,0.00045788
"or later. however,",1,0.00045788
"or longitude either,",1,0.00045788
or longitude i’ve,1,0.00045788
or not”; for,1,0.00045788
or she fell,1,0.00045788
or the key,1,0.00045788
or twice she,1,0.00045788
"other unpleasant things,",1,0.00045788
"other, trying every",1,0.00045788
ought to have,1,0.00045788
out again. suddenly,1,0.00045788
out again. the,1,0.00045788
"out altogether, like",1,0.00045788
out among the,1,0.00045788
"out of it,",1,0.00045788
out of its,1,0.00045788
out of that,1,0.00045788
out of the,1,0.00045788
out what she,1,0.00045788
"out with trying,",1,0.00045788
"out, for she",1,0.00045788
out-of-the-way things had,1,0.00045788
out-of-the-way things to,1,0.00045788
"over afterwards, it",1,0.00045788
"over) “—yes, that’s",1,0.00045788
over. alice was,1,0.00045788
overhead; before her,1,0.00045788
own ears for,1,0.00045788
own mind (as,1,0.00045788
"paper label, with",1,0.00045788
passage into the,1,0.00045788
"passage, and the",1,0.00045788
"passage, not much",1,0.00045788
passed; it was,1,0.00045788
past it. “well!”,1,0.00045788
peeped into the,1,0.00045788
pegs. she took,1,0.00045788
people that walk,1,0.00045788
people up like,1,0.00045788
"people! why, there’s",1,0.00045788
people. “but it’s,1,0.00045788
perhaps i shall,1,0.00045788
person!” soon her,1,0.00045788
"picking the daisies,",1,0.00045788
pictures hung upon,1,0.00045788
pictures or conversations,1,0.00045788
pictures or conversations?”,1,0.00045788
"pine-apple, roast turkey,",1,0.00045788
pink eyes ran,1,0.00045788
plainly through the,1,0.00045788
"playing against herself,",1,0.00045788
"please, ma’am, is",1,0.00045788
pleasure of making,1,0.00045788
plenty of time,1,0.00045788
poker will burn,1,0.00045788
poor alice! when,1,0.00045788
"poor alice, “it",1,0.00045788
"poor alice, “to",1,0.00045788
poor little thing,1,0.00045788
pop down a,1,0.00045788
possibly reach it:,1,0.00045788
practice to say,1,0.00045788
presently she began,1,0.00045788
pretend to be,1,0.00045788
pretending to be,1,0.00045788
printed on it,1,0.00045788
put it into,1,0.00045788
put it. she,1,0.00045788
"question, it didn’t",1,0.00045788
quite dull and,1,0.00045788
quite natural); but,1,0.00045788
quite plainly through,1,0.00045788
quite surprised to,1,0.00045788
rabbit actually _took,1,0.00045788
rabbit say to,1,0.00045788
rabbit was no,1,0.00045788
rabbit was still,1,0.00045788
rabbit with either,1,0.00045788
rabbit with pink,1,0.00045788
rabbit-hole alice was,1,0.00045788
rabbit-hole under the,1,0.00045788
rabbit-hole went straight,1,0.00045788
ran across the,1,0.00045788
ran close by,1,0.00045788
rat-hole: she knelt,1,0.00045788
rate a book,1,0.00045788
rate it would,1,0.00045788
rather glad there,1,0.00045788
rather sharply; “i,1,0.00045788
"rather sleepy, and",1,0.00045788
reach it: she,1,0.00045788
reach the key;,1,0.00045788
read several nice,1,0.00045788
"reading, but it",1,0.00045788
really impossible. there,1,0.00045788
red-hot poker will,1,0.00045788
remained the same,1,0.00045788
remarkable in that;,1,0.00045788
remember ever having,1,0.00045788
remember her saucer,1,0.00045788
remember the simple,1,0.00045788
remembered trying to,1,0.00045788
respectable person!” soon,1,0.00045788
right _through_ the,1,0.00045788
right distance—but then,1,0.00045788
right size for,1,0.00045788
right word) “—but,1,0.00045788
"roast turkey, toffee,",1,0.00045788
roof. there were,1,0.00045788
"round the hall,",1,0.00045788
round the neck,1,0.00045788
"round, she came",1,0.00045788
row of lamps,1,0.00045788
rules for shutting,1,0.00045788
rules their friends,1,0.00045788
sadly down the,1,0.00045788
"said alice, “and",1,0.00045788
"said alice,) and",1,0.00045788
said alice; “i,1,0.00045788
said aloud. “i,1,0.00045788
said anxiously to,1,0.00045788
"said, “and see",1,0.00045788
same size: to,1,0.00045788
sat down and,1,0.00045788
saucer of milk,1,0.00045788
saw maps and,1,0.00045788
saw. how she,1,0.00045788
say anything about,1,0.00045788
say it over),1,0.00045788
"say to itself,",1,0.00045788
"say “drink me,”",1,0.00045788
"say, as it",1,0.00045788
say.) presently she,1,0.00045788
saying to her,1,0.00045788
"saying to herself,",1,0.00045788
"schoolroom, and though",1,0.00045788
scolded herself so,1,0.00045788
"second time round,",1,0.00045788
see anything; then,1,0.00045788
see if she,1,0.00045788
see it pop,1,0.00045788
see it quite,1,0.00045788
see it written,1,0.00045788
see whether it’s,1,0.00045788
"see, alice had",1,0.00045788
"see, as she",1,0.00045788
"see, so many",1,0.00045788
see: that would,1,0.00045788
seem to come,1,0.00045788
seemed quite dull,1,0.00045788
seemed quite natural);,1,0.00045788
seemed to be,1,0.00045788
seen a rabbit,1,0.00045788
seen such a,1,0.00045788
seen: she found,1,0.00045788
"seldom followed it),",1,0.00045788
"set to work,",1,0.00045788
several nice little,1,0.00045788
several things of,1,0.00045788
severely as to,1,0.00045788
shall be late!”,1,0.00045788
shall fall right,1,0.00045788
shall have to,1,0.00045788
shall see it,1,0.00045788
shall think nothing,1,0.00045788
sharply; “i advise,1,0.00045788
she ate a,1,0.00045788
she began again.,1,0.00045788
she could see,1,0.00045788
"she could, for",1,0.00045788
she couldn’t answer,1,0.00045788
she decided on,1,0.00045788
she did not,1,0.00045788
she fell past,1,0.00045788
she fell very,1,0.00045788
she felt a,1,0.00045788
she felt that,1,0.00045788
she found a,1,0.00045788
she generally gave,1,0.00045788
she got to,1,0.00045788
she had forgotten,1,0.00045788
she had not,1,0.00045788
she had peeped,1,0.00045788
she had plenty,1,0.00045788
she had read,1,0.00045788
she had tired,1,0.00045788
she jumped up,1,0.00045788
she knelt down,1,0.00045788
she longed to,1,0.00045788
she looked at,1,0.00045788
"she looked up,",1,0.00045788
she might find,1,0.00045788
"she opened it,",1,0.00045788
she ought to,1,0.00045788
she passed; it,1,0.00045788
she put it.,1,0.00045788
she ran across,1,0.00045788
she remained the,1,0.00045788
she remembered trying,1,0.00045788
she said aloud.,1,0.00045788
"she said, “and",1,0.00045788
she saw maps,1,0.00045788
she scolded herself,1,0.00045788
she set to,1,0.00045788
she spoke—fancy _curtseying_,1,0.00045788
she thought it,1,0.00045788
she took down,1,0.00045788
she tried her,1,0.00045788
she tried the,1,0.00045788
she turned the,1,0.00045788
she very seldom,1,0.00045788
she very soon,1,0.00045788
she waited for,1,0.00045788
she walked sadly,1,0.00045788
she was close,1,0.00045788
she was coming,1,0.00045788
she was considering,1,0.00045788
she was dozing,1,0.00045788
she was ever,1,0.00045788
she was going,1,0.00045788
she was playing,1,0.00045788
she was quite,1,0.00045788
she was to,1,0.00045788
she was walking,1,0.00045788
she went down,1,0.00045788
shelves as she,1,0.00045788
she’ll think me,1,0.00045788
should be like,1,0.00045788
should think!” (dinah,1,0.00045788
"shoulders. oh, how",1,0.00045788
showing off her,1,0.00045788
shrink any further:,1,0.00045788
shut up like,1,0.00045788
shutting people up,1,0.00045788
shutting up like,1,0.00045788
side and up,1,0.00045788
sides of the,1,0.00045788
"sight, hurrying down",1,0.00045788
simple rules their,1,0.00045788
sister on the,1,0.00045788
"sister was reading,",1,0.00045788
sitting by her,1,0.00045788
size for going,1,0.00045788
size: to be,1,0.00045788
"sleepy and stupid),",1,0.00045788
"sleepy, and went",1,0.00045788
slippery; and when,1,0.00045788
"slowly, for she",1,0.00045788
"small cake, on",1,0.00045788
"small passage, not",1,0.00045788
"small, but at",1,0.00045788
"smaller, i can",1,0.00045788
so _very_ much,1,0.00045788
so _very_ remarkable,1,0.00045788
so alice soon,1,0.00045788
so alice ventured,1,0.00045788
so either way,1,0.00045788
so it was,1,0.00045788
so managed to,1,0.00045788
so many out-of-the-way,1,0.00045788
so much into,1,0.00045788
so severely as,1,0.00045788
so she set,1,0.00045788
so she was,1,0.00045788
so she went,1,0.00045788
so suddenly that,1,0.00045788
solid glass; there,1,0.00045788
"some way, and",1,0.00045788
"somebody underneath, so",1,0.00045788
sometimes she scolded,1,0.00045788
"sometimes, “do bats",1,0.00045788
somewhere near the,1,0.00045788
"somewhere.” down, down,",1,0.00045788
soon began talking,1,0.00045788
soon finished it,1,0.00045788
soon finished off,1,0.00045788
soon her eye,1,0.00045788
sooner or later.,1,0.00045788
sort in her,1,0.00045788
sort of mixed,1,0.00045788
"sort of way,",1,0.00045788
sound at all,1,0.00045788
spoke—fancy _curtseying_ as,1,0.00045788
stairs! how brave,1,0.00045788
started to her,1,0.00045788
sticks and dry,1,0.00045788
"still in sight,",1,0.00045788
still it was,1,0.00045788
stopping herself before,1,0.00045788
straight on like,1,0.00045788
stupid for life,1,0.00045788
"stupid), whether the",1,0.00045788
such a fall,1,0.00045788
such a thing.,1,0.00045788
"such as, that",1,0.00045788
suddenly a white,1,0.00045788
"suddenly down, so",1,0.00045788
suddenly she came,1,0.00045788
suddenly that alice,1,0.00045788
"suddenly, thump! thump!",1,0.00045788
"sure, this generally",1,0.00045788
surprised to find,1,0.00045788
"table for it,",1,0.00045788
"table, all made",1,0.00045788
"table, but it",1,0.00045788
"table, half hoping",1,0.00045788
table: she opened,1,0.00045788
take out of,1,0.00045788
talking again. “dinah’ll,1,0.00045788
"taste it, and",1,0.00045788
taught them: such,1,0.00045788
tea-time. dinah my,1,0.00045788
tears into her,1,0.00045788
telescope! i think,1,0.00045788
telescope.” and so,1,0.00045788
telescopes: this time,1,0.00045788
tell me the,1,0.00045788
"ten inches high,",1,0.00045788
than a rat-hole:,1,0.00045788
that a red-hot,1,0.00045788
"that dark hall,",1,0.00045788
that if you,1,0.00045788
that it led,1,0.00045788
that it might,1,0.00045788
that it seemed,1,0.00045788
that lovely garden.,1,0.00045788
that nothing more,1,0.00045788
that she had,1,0.00045788
that she ought,1,0.00045788
that she remained,1,0.00045788
that they were,1,0.00045788
that very few,1,0.00045788
that walk with,1,0.00045788
that was lying,1,0.00045788
that would be,1,0.00045788
that!” said alice,1,0.00045788
"that, if you",1,0.00045788
that; nor did,1,0.00045788
that’s about the,1,0.00045788
that’s very like,1,0.00045788
the air! do,1,0.00045788
"the air, i’m",1,0.00045788
"the antipathies, i",1,0.00045788
"the bank, and",1,0.00045788
the book her,1,0.00045788
the bottle was,1,0.00045788
the cake. *,1,0.00045788
the candle is,1,0.00045788
the cat.) “i,1,0.00045788
the centre of,1,0.00045788
the common way.,1,0.00045788
"the corner, but",1,0.00045788
"the country is,",1,0.00045788
the cupboards as,1,0.00045788
"the daisies, when",1,0.00045788
the door and,1,0.00045788
"the door, she",1,0.00045788
the door; so,1,0.00045788
the doors of,1,0.00045788
the doorway; “and,1,0.00045788
the earth! how,1,0.00045788
the earth. let,1,0.00045788
the fall _never_,1,0.00045788
the fall was,1,0.00045788
the field after,1,0.00045788
the flame of,1,0.00045788
the garden at,1,0.00045788
"the garden, and",1,0.00045788
"the glass, and",1,0.00045788
"the hall, but",1,0.00045788
"the hall; but,",1,0.00045788
the hedge. in,1,0.00045788
the hot day,1,0.00045788
the house!” (which,1,0.00045788
the jar for,1,0.00045788
the key was,1,0.00045788
the key; and,1,0.00045788
the legs of,1,0.00045788
the little door,1,0.00045788
"the little door,",1,0.00045788
"the lock, and",1,0.00045788
the locks were,1,0.00045788
the loveliest garden,1,0.00045788
"the middle, wondering",1,0.00045788
the name of,1,0.00045788
the neck of,1,0.00045788
"the other, trying",1,0.00045788
the passage into,1,0.00045788
the people that,1,0.00045788
the pleasure of,1,0.00045788
the poor little,1,0.00045788
the rabbit actually,1,0.00045788
the rabbit say,1,0.00045788
the rabbit was,1,0.00045788
the rabbit-hole alice,1,0.00045788
the rabbit-hole went,1,0.00045788
the right distance—but,1,0.00045788
the right size,1,0.00045788
the right word),1,0.00045788
the roof. there,1,0.00045788
the same size:,1,0.00045788
"the schoolroom, and",1,0.00045788
the second time,1,0.00045788
the shelves as,1,0.00045788
the sides of,1,0.00045788
the simple rules,1,0.00045788
the table for,1,0.00045788
"the table, but",1,0.00045788
"the table, half",1,0.00045788
the table: she,1,0.00045788
the thought that,1,0.00045788
the time it,1,0.00045788
the trouble of,1,0.00045788
the truth: did,1,0.00045788
the use of,1,0.00045788
the way down,1,0.00045788
the way of,1,0.00045788
the way to,1,0.00045788
the well was,1,0.00045788
"the well, and",1,0.00045788
the white rabbit,1,0.00045788
"the wind, and",1,0.00045788
the wise little,1,0.00045788
the words “drink,1,0.00045788
the words “eat,1,0.00045788
the world she,1,0.00045788
their friends had,1,0.00045788
their heads downward!,1,0.00045788
them what the,1,0.00045788
"them. however, on",1,0.00045788
"them: such as,",1,0.00045788
then dipped suddenly,1,0.00045788
"then hurried on,",1,0.00045788
then i wonder,1,0.00045788
then she looked,1,0.00045788
then?” and she,1,0.00045788
there _was_ no,1,0.00045788
there are no,1,0.00045788
there seemed to,1,0.00045788
there she saw,1,0.00045788
there was no,1,0.00045788
there was not,1,0.00045788
there were doors,1,0.00045788
there’s hardly enough,1,0.00045788
there’s no use,1,0.00045788
they _would_ not,1,0.00045788
they were all,1,0.00045788
they were filled,1,0.00045788
they were nice,1,0.00045788
they’ll all think,1,0.00045788
they’ll remember her,1,0.00045788
thing sat down,1,0.00045788
thing. after a,1,0.00045788
things had happened,1,0.00045788
things indeed were,1,0.00045788
things of this,1,0.00045788
"things to happen,",1,0.00045788
"things, all because",1,0.00045788
think about stopping,1,0.00045788
"think i could,",1,0.00045788
think it so,1,0.00045788
think me at,1,0.00045788
think me for,1,0.00045788
think nothing of,1,0.00045788
think that very,1,0.00045788
think you could,1,0.00045788
think!” (dinah was,1,0.00045788
"think—” (for, you",1,0.00045788
think—” (she was,1,0.00045788
this bottle was,1,0.00045788
this curious child,1,0.00045788
this generally happens,1,0.00045788
this minute!” she,1,0.00045788
this new zealand,1,0.00045788
this sort in,1,0.00045788
this time she,1,0.00045788
"this time, as",1,0.00045788
this time?” she,1,0.00045788
this was not,1,0.00045788
"this, but at",1,0.00045788
"this, i shall",1,0.00045788
this; “for it,1,0.00045788
those beds of,1,0.00045788
"those cool fountains,",1,0.00045788
though this was,1,0.00045788
thought alice to,1,0.00045788
thought alice “without,1,0.00045788
thought it over,1,0.00045788
thought that she,1,0.00045788
thought they were,1,0.00045788
thought was that,1,0.00045788
"thousand miles down,",1,0.00045788
"three-legged table, all",1,0.00045788
through the air!,1,0.00045788
through the doorway;,1,0.00045788
"through the glass,",1,0.00045788
through the little,1,0.00045788
"through,” thought poor",1,0.00045788
thump! down she,1,0.00045788
thump! thump! down,1,0.00045788
time as she,1,0.00045788
time it all,1,0.00045788
"time round, she",1,0.00045788
time she found,1,0.00045788
time to hear,1,0.00045788
time to see,1,0.00045788
"time, as it",1,0.00045788
time?” she said,1,0.00045788
"tiny golden key,",1,0.00045788
tired herself out,1,0.00045788
tired of sitting,1,0.00045788
to an end?,1,0.00045788
to ask them,1,0.00045788
to ask: perhaps,1,0.00045788
to be lost:,1,0.00045788
to be no,1,0.00045788
to be seen:,1,0.00045788
"to be sure,",1,0.00045788
"to begin.” for,",1,0.00045788
to box her,1,0.00045788
to bring tears,1,0.00045788
to climb up,1,0.00045788
to come out,1,0.00045788
to curtsey as,1,0.00045788
to disagree with,1,0.00045788
to do _that_,1,0.00045788
"to do, so",1,0.00045788
to do: once,1,0.00045788
to dream that,1,0.00045788
to drop the,1,0.00045788
to fancy what,1,0.00045788
to feel which,1,0.00045788
to find that,1,0.00045788
to get rather,1,0.00045788
to get very,1,0.00045788
to go on,1,0.00045788
to happen next.,1,0.00045788
"to happen, that",1,0.00045788
to have wondered,1,0.00045788
to hear it,1,0.00045788
to hear the,1,0.00045788
to her feet,1,0.00045788
"to her feet,",1,0.00045788
to her that,1,0.00045788
to her very,1,0.00045788
"to her, still",1,0.00045788
"to herself, in",1,0.00045788
"to herself, rather",1,0.00045788
"to herself, “after",1,0.00045788
"to herself, “in",1,0.00045788
"to herself, “which",1,0.00045788
"to itself, “oh",1,0.00045788
to leave off,1,0.00045788
to listen to,1,0.00045788
to look about,1,0.00045788
to look down,1,0.00045788
to make _one_,1,0.00045788
to one of,1,0.00045788
to put it,1,0.00045788
to say it,1,0.00045788
to say “drink,1,0.00045788
to say.) presently,1,0.00045788
to see anything;,1,0.00045788
to see if,1,0.00045788
to see it,1,0.00045788
to shrink any,1,0.00045788
to take out,1,0.00045788
"to taste it,",1,0.00045788
"to the door,",1,0.00045788
to the table,1,0.00045788
"to the table,",1,0.00045788
to think about,1,0.00045788
to think that,1,0.00045788
to wonder what,1,0.00045788
"to work, and",1,0.00045788
"to, but it",1,0.00045788
"to-night, i should",1,0.00045788
to?” (alice had,1,0.00045788
"toast,) she very",1,0.00045788
"toffee, and hot",1,0.00045788
too dark to,1,0.00045788
"too large, or",1,0.00045788
too long; and,1,0.00045788
too slippery; and,1,0.00045788
"too small, but",1,0.00045788
took down a,1,0.00045788
top of her,1,0.00045788
top of the,1,0.00045788
tried her best,1,0.00045788
tried the little,1,0.00045788
tried to curtsey,1,0.00045788
tried to fancy,1,0.00045788
tried to look,1,0.00045788
trouble of getting,1,0.00045788
"true.) down, down,",1,0.00045788
truth: did you,1,0.00045788
"trying every door,",1,0.00045788
trying to box,1,0.00045788
"trying, the poor",1,0.00045788
tumbling down stairs!,1,0.00045788
tunnel for some,1,0.00045788
"turkey, toffee, and",1,0.00045788
"turned a corner,",1,0.00045788
"turned the corner,",1,0.00045788
twice she had,1,0.00045788
"two people! why,",1,0.00045788
two people. “but,1,0.00045788
under the door;,1,0.00045788
under the hedge.,1,0.00045788
under the table:,1,0.00045788
"underneath, so managed",1,0.00045788
"unpleasant things, all",1,0.00045788
up and picking,1,0.00045788
up at the,1,0.00045788
up by a,1,0.00045788
up by wild,1,0.00045788
up like telescopes:,1,0.00045788
up on to,1,0.00045788
up one of,1,0.00045788
"up somewhere.” down,",1,0.00045788
"up the other,",1,0.00045788
"up, but it",1,0.00045788
upon a heap,1,0.00045788
upon a little,1,0.00045788
upon a low,1,0.00045788
upon pegs. she,1,0.00045788
use in crying,1,0.00045788
use in waiting,1,0.00045788
"use now,” thought",1,0.00045788
use of a,1,0.00045788
use without my,1,0.00045788
usually bleeds; and,1,0.00045788
ventured to taste,1,0.00045788
very deep well.,1,0.00045788
"very deep, or",1,0.00045788
"very earnestly, “now,",1,0.00045788
very few things,1,0.00045788
very fond of,1,0.00045788
"very good advice,",1,0.00045788
very like a,1,0.00045788
very likely true.),1,0.00045788
very little use,1,0.00045788
"very much to-night,",1,0.00045788
"very nice, (it",1,0.00045788
very seldom followed,1,0.00045788
very sleepy and,1,0.00045788
"very slowly, for",1,0.00045788
"very small cake,",1,0.00045788
very tired of,1,0.00045788
very well to,1,0.00045788
"waistcoat-pocket, or a",1,0.00045788
"waistcoat-pocket_, and looked",1,0.00045788
waited for a,1,0.00045788
waiting by the,1,0.00045788
walk with their,1,0.00045788
walked sadly down,1,0.00045788
walking hand in,1,0.00045788
wander about among,1,0.00045788
was _not_ marked,1,0.00045788
was a little,1,0.00045788
was a paper,1,0.00045788
was all dark,1,0.00045788
was all very,1,0.00045788
was another long,1,0.00045788
was beginning to,1,0.00045788
was close behind,1,0.00045788
"was coming to,",1,0.00045788
was considering in,1,0.00045788
"was dozing off,",1,0.00045788
was empty: she,1,0.00045788
was ever to,1,0.00045788
was good practice,1,0.00045788
"was growing, and",1,0.00045788
was indeed: she,1,0.00045788
was labelled “orange,1,0.00045788
was lit up,1,0.00045788
was lying under,1,0.00045788
was no longer,1,0.00045788
was no one,1,0.00045788
was not going,1,0.00045788
was not here,1,0.00045788
was nothing else,1,0.00045788
was nothing on,1,0.00045788
was nothing so,1,0.00045788
was now only,1,0.00045788
was now the,1,0.00045788
was over. alice,1,0.00045788
was playing against,1,0.00045788
was quite surprised,1,0.00045788
was rather glad,1,0.00045788
"was reading, but",1,0.00045788
was still in,1,0.00045788
was that it,1,0.00045788
was the cat.),1,0.00045788
was to get,1,0.00045788
was too dark,1,0.00045788
was too slippery;,1,0.00045788
"was too small,",1,0.00045788
"was very deep,",1,0.00045788
was very fond,1,0.00045788
was very likely,1,0.00045788
was walking hand,1,0.00045788
"was, or longitude",1,0.00045788
watch out of,1,0.00045788
watch to take,1,0.00045788
way down one,1,0.00045788
way it was,1,0.00045788
way i’ll get,1,0.00045788
way of expecting,1,0.00045788
way she put,1,0.00045788
way to hear,1,0.00045788
"way, and then",1,0.00045788
"way, “do cats",1,0.00045788
way. so she,1,0.00045788
"way? which way?”,",1,0.00045788
"way?”, holding her",1,0.00045788
well as she,1,0.00045788
well to say,1,0.00045788
well was very,1,0.00045788
"well, and noticed",1,0.00045788
well. either the,1,0.00045788
went alice after,1,0.00045788
went alice like,1,0.00045788
went down to,1,0.00045788
went on saying,1,0.00045788
went straight on,1,0.00045788
were all locked;,1,0.00045788
were beautifully marked,1,0.00045788
were doors all,1,0.00045788
were down here,1,0.00045788
were filled with,1,0.00045788
were nice grand,1,0.00045788
were really impossible.,1,0.00045788
"were too large,",1,0.00045788
what an ignorant,1,0.00045788
what i should,1,0.00045788
what is the,1,0.00045788
what latitude or,1,0.00045788
"what latitude was,",1,0.00045788
what she was,1,0.00045788
what the flame,1,0.00045788
what the name,1,0.00045788
